,example_id,sentence,prediction
2175,2175,"if you liked the 1982 film then , you 'll still like it now .",positive
2176,2176,"a silly , self-indulgent film about a silly , self-indulgent filmmaker .",negative
2177,2177,"The food is good, or at least, it's a good effort.",positive
2178,2178,"Of the fries, the eggplant were better to my taste although the zucchini were good, too.",positive
2179,2179,"I was hoping for a more romantic atmosphere but it wasn't. The food was good, I was just hoping for a little more!",positive
2180,2180,Instead of making me another shot he pours the TQ over the salt into another shot glass and serves it to me.,neutral
2181,2181,I had been to the Teahouse several times over the past five years and always been very happy.,positive
2182,2182,They got my order wrong the first time and resent it.,negative
2183,2183,"The service was excellent, the food was wonderful.",positive
2184,2184,"The best restaurant in Boulder, if not Colorado. Very creative daily new menu. Incredible flavors. Even the breadsticks were unique. Highly recommended.",positive
2185,2185,"Food was marginal and a few entrees were over cooked. Our server was sweet, though completely overwhelmed. Will not be returning.",negative
2186,2186,"I ordered delivery tonight and got a 16"" one topping, Alfredo pasta, a garden salad, and a 2 liter of soda.",neutral
2187,2187,Then on receiving the bill on the night it was 20% more again than the lady had said on the phone.,negative
2188,2188,"Food was average but expensive. Atmosphere was noisy. Service was pretty good. Overall not outstanding, but expensive.",negative
2189,2189,"The prices are very much in line for the quality of food and if this place was located in a more upper scale neighborhood, could be charging MUCH more!",positive
2190,2190,"the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no. 1 , but falls apart long before the end .",negative
2191,2191,Busiest times could be lunch and sometimes dinner.,neutral
2192,2192,withdrawals must go back to vegas.,neutral
2193,2193,"This is a special occasion restaurant, not a family affordable type place.",neutral
2194,2194,He obviously knew we were a little bothered by the in house brews not being available.,negative
2195,2195,"Nice room, good location and friendly service, however the menu is entirely unimpressive. Turkey club in a French restaurant? Served on what looked like wonder bread?",positive
2196,2196,"HOOD RAT, HOOD RAT, HOOCHIE MAMA!",neutral
2197,2197,Apparently Roxy's handles all of the room service for the Stratosphere.,neutral
2198,2198,"Overall decent experience. Not somewhere to go for a quiet dinner. Good atmosphere for a group. Apps were good, entrees were average at best...",positive
2199,2199,"The only down side was that the waitor was nowhere to be found for most of the evening, and it took 30+ minutes to get our check.",negative
2200,2200,"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",positive
2201,2201,"From the bread, to the baked artichokes, tortellini to table side made caesar salad, the diner started off wonderfully.",positive
2202,2202,"with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path .",neutral
2203,2203,this time kaufman 's imagination has failed him .,negative
2204,2204,"it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",positive
2205,2205,"He told me severally ""I'm not a mechanic, I don't know how to work on these things, that is what my mechanic is for.""",neutral
2206,2206,Try to plan ahead and get a seat.,neutral
2207,2207,Most holiday menus are pricey and very disappointing.,negative
2208,2208,"An absolute treat! The food is fantastic, service superb, and the ambience makes you forget you're in Cleveland.",positive
2209,2209,"Overpriced and mediocre for fine dining. The wine was good, not great. It's a shame because the resturant itself has a good ambiance and decor.",negative
2210,2210,"We all live in the neighborhood, and eat in all the spots, but who knows anything about ""Spanish"" restaurants.",neutral
2211,2211,I was really looking forward to it.,positive
2212,2212,"I asked them not to cut my cuticles, and they went ahead and did so because they thought it would please me.",positive
2213,2213,Appetizers were pricey and quantity was quite small. Shrimp appetizer $15.50 and only 3 large not jumbo shrimp on the plate. The entrees were filling.,negative
2214,2214,"nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives hollywood .",positive
2215,2215,I felt the customer service,neutral
2216,2216,I had a deep dish with sausage and meatballs. It was delicious.,positive
2217,2217,We love Zoom. The food is unique and well prepared. It is definitely worth a visit while in Park City.,positive
2218,2218,what kids will discover is a new collectible .,positive
2219,2219,there has been much puzzlement among critics about what the election symbolizes .,neutral
2220,2220,"The wait staff drove us crazy with over-attentiveness...cleaning our table constantly, asking us how we were doing. They made it impossible to sustain a quiet conversation,",negative
2221,2221,"Unless your child will try different things, it might not be the best place for kids.",negative
2222,2222,Girls lost the chest key and couldn't pay for the strawberry cake they ordered,negative
2223,2223,"hip-hop has a history , and it 's a metaphor for this love story .",positive
2224,2224,I will come to Geo's Barbershop and only this shop.,positive
2225,2225,"Enjoyed the relaxing evening on Valentine's Day. Ambience was nice, food was smaller than expected but great, and hostess and waitress was very nice.",positive
2226,2226,"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera .",negative
2227,2227,This is not our first time to the vault and will not be the last.,neutral
2228,2228,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix .",negative
2229,2229,Medium-ordered filet mignon was served medium-well.,neutral
2230,2230,Don't Even Go There French Toast was BOMB!,positive
2231,2231,"A minute later, the TV will go up several channels like it's possessed. Which is not good.",negative
2232,2232,Place gets loud when full - so thpose with hearing impairment will sit clueless at the same table.,negative
2233,2233,Service of the courses could have been a little faster.,negative
2234,2234,Called warranty company Old Republic and they sent AM/PM PLUMBING and got the run around for 2 days.,negative
2235,2235,"Great ambiance, food and service. Will recommend it to others.",positive
2236,2236,It was a lovely ride.,positive
2237,2237,behan himself knew how to spin a tale and one ca n't help but think he 'd appreciate this attempt to turn his life into art .,positive
2238,2238,"We waited some time for our starters which was OK, we like a relaxed meal.",positive
2239,2239,a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .,positive
2240,2240,I answered that it was okay thank you.,positive
2241,2241,I could not finish it.,neutral
2242,2242,"He could have checked to see if there was anything still in it, he didn't.",neutral
2243,2243,"It was incredibly loud, over crouded, uncomfortable with over priced, but decent food. I will not go back.",negative
2244,2244,The roasted beef was not soggy but it was delecious with plenty topings.,positive
2245,2245,"it 's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film 's shortcomings start to shine through .",negative
2246,2246,We were uncomfortably close to our stranger-neighbors.,neutral
2247,2247,This is the second time we've been to PR.,neutral
2248,2248,Tried the market menu (three course prix-fixe).,neutral
2249,2249,"The food was excellent..especially the shell-fish platters!
The no corkage fee for wines was a big plus for wine lovers!
The views are fantastic too.....",positive
2250,2250,hugh grant and sandra bullock are two such likeable actors .,positive
2251,2251,"I had no idea why we weren't given movie passes to see the movie at a later date, this time without the technical problems.",negative
2252,2252,The bread and butter were really good.,positive
2253,2253,My wife and really enjoyed everything especially the food and service.,positive
2254,2254,Absolutely the best service in Atlantic City with outstanding cuisine and wine list.,positive
2255,2255,I have eaten at this restaurant more than 3 dozen times since it opened in Jaunuary 09.,neutral
2256,2256,They should have a buzzer or take down phone number to send a text.,neutral
2257,2257,When you act good we will come back otherwise we will not.,negative
2258,2258,We took our two (middle-aged) daughters there to celebrate a birthday for one of them.,neutral
2259,2259,"Fyi, the name change didnt magically fix Fantastic Fridays or Terrific thursdays",negative
2260,2260,"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",negative
2261,2261,"The restaurant was adequate - but nothing to write home about!

Will definitely try other places in the North End before I go back to this restaurant.",positive
2262,2262,you won't go away hungry!! because the food tastes like grandma's cooking,positive
2263,2263,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .",positive
2264,2264,For you single women like me who know nothing about plumbing they are fair and let you know the charges as they go.,neutral
2265,2265,The highlight of this hotel experience was probably the TV in the bathroom. great shows,positive
2266,2266,birot 's directorial debut -lrb- she co-wrote the script with christophe honoré -rrb- is n't so much bad as it is bland .,neutral
2267,2267,"If we weren't scheduled to see a program that evening, we probably would have ordered larger steaks and dessert!",positive
2268,2268,They were right on budget.,positive
2269,2269,The ambiance was outstanding but the menu did not match the setting. I would not return for the same menu.,negative
2270,2270,"Restaurant not to recommend. The service was inattentive and the recommended white wine too warm. The food was not worth the price. It's a pity, because the location is nice.",negative
2271,2271,"I love the idea and clearly the chef is very talented. However, I don't really think the concept works for brunch. The renovation of the space was awesome.",positive
2272,2272,The food was very disappointing and the server was noticeably annoyed that we just got dessert.,negative
2273,2273,"I'm 9 months old, and they have hardly anything to do with him.",neutral
2274,2274,an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .,positive
2275,2275,"After they killed off happy hour, the value factor wore off and the feeling wasn't the same.  We hate this place now.",negative
2276,2276,"its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .",positive
2277,2277,Usually when we go out with a group of 5 or 6 people there is at least one person whose food is not as good as the rest. Every one of our group was happy and loved their meal!,positive
2278,2278,Our only issue was with the table we were seated at.,negative
2279,2279,does n't amount to much of anything .,negative
2280,2280,I ordered the food from the open table menu.,neutral
2281,2281,"she lists ingredients , but never mixes and stirs .",neutral
2282,2282,We closed the restaurant as the last seating so it was very quiet.,positive
2283,2283,"reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad .",negative
2284,2284,Wont go back. Greasy oven potatoes and burned dried out salmon.,negative
2285,2285,Without a reservation you'll be waiting over an hour.,negative
2286,2286,I went because there was an Awesome price on a Hummer.,positive
2287,2287,It's amazing how much service can impact an evening out.,positive
2288,2288,he simply presents his point of view that ayurveda works .,neutral
2289,2289,"Oysters, fried clams terrific, special recognition for outstanding service from Thomas",positive
2290,2290,"This was a very special dining experience. The waiter was attentive and knowledgeable, the food exquisite, and the entire evening just wonderful. We can't wait to go back.",positive
2291,2291,but what about the countless other people who 'd merely like to watch a solid tale about a universally interesting soul ?,positive
2292,2292,"Love the food, the service, but find the tables too close together and a little noisy.",negative
2293,2293,"With obvious years of customer service experience, our visit was followed by a ""thank you for dining with us"" call from the owner.",positive
2294,2294,"The meal was not as good as we had hoped. The waiter was less than professional. A little too casual, we thought.",negative
2295,2295,"A combination of great service, innovative but solid food and moderate prices make this the place I look forward to going back to.",positive
2296,2296,And was very inexpensive...about $3.90 for one rather large sausage. I am sure it was it was leftover meat.,positive
2297,2297,must be seen to be believed .,neutral
2298,2298,"Th food was also very cold, as it's ice cream.",negative
2299,2299,I don't feel overly full and like I have ingested a ton of grease so that is why I am giving 4 stars. We loved it.,positive
2300,2300,"My cat managed to escape his carrier and ran under another clients car, unfortunately for the cat's escape attempt one of the techs was there to catch him.",negative
2301,2301,"It's simple really, put someone in charge, wait should never be more than 5 minutes, check your inventory and make sure you have SPOONS :)",negative
2302,2302,Saw doctor Klimas with my 5th grader.,neutral
2303,2303,It was too good,positive
2304,2304,Food was great - will definately return!,positive
2305,2305,I thought that this was an area where restaurants made money.,neutral
2306,2306,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",negative
2307,2307,"We went for a special occasion,and we were very satified.",positive
2308,2308,Sadly we were too full to try some of the wonderful looking desserts but maybe next time!,positive
2309,2309,Some other 7-11's are really bad at that!,negative
2310,2310,"food was great, service fantastic, not my first time at this restaurant, won't be the last",negative
2311,2311,No apologies were made .,negative
2312,2312,this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,positive
2313,2313,"I had one complaint:  One of the bartender (a blonde woman), would not give me water!",negative
2314,2314,Truffle mac and cheese dry and lackluster.,negative
2315,2315,I will say that the location is great and close to everything.,positive
2316,2316,Don't chnage a thing.,negative
2317,2317,And not IGNORE my daughters needs!!,neutral
2318,2318,The first sald on the menue was outstnding.,negative
2319,2319,"The gentleman staffing the bar seemed a bit gruff, but a good caffeine fix will help me forgive even the orneriest grump.",positive
2320,2320,His name is Ryan Rebelsky.,neutral
2321,2321,One of the best Filets I have ever enjoyed! Bernaise sauce was excellent as well.,positive
2322,2322,"The steak was $42.00, I think sides should be included.",neutral
2323,2323,The choice of entrees could be more interesting.,neutral
2324,2324,There are 2 problems with this place.... (1) the elevators are super slow and super crowded all the time. We hate elevators.,negative
2325,2325,"The location is tucked away inside of the Target shopping center, so it can be very easy to miss.",neutral
2326,2326,I had the halibut which was uneventful. The mashed potatoes were flat with the exception of the overpowering taste of garlic. I wouldn't recommend this restaurant for foodies.,negative
2327,2327,"Previously, I'd had folks tell me I needed a whole new muffler system, and I'm not rich, so the 1200 to 1500 they were quoting me was just too much.",negative
2328,2328,this is a very fine movie -- go see it .,positive
2329,2329,I bought a cool drink.,neutral
2330,2330,I must say the restaurant was very noisy.,negative
2331,2331,"The food struck a perfect balance between innovation, molecular and 'traditional' cuisine and was perfectly paired with solid but affordable wines.",positive
2332,2332,We skipped the appetizer with only an entree (comes with a salad) and split a dessert.,neutral
2333,2333,Service was horrible. Ruined our dinner wouldn't go back,negative
2334,2334,Hands down!,neutral
2335,2335,The servers are always on their game.,positive
2336,2336,This was a euro modern decor.,neutral
2337,2337,"A little disappointed to not be back in the main ""cave"" area, kind-of got pushed up front.",negative
2338,2338,"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right .",positive
2339,2339,immediately .,neutral
2340,2340,The drinks were getting low and she made sure they were full.,positive
2341,2341,a wildly funny prison caper .,positive
2342,2342,I wish the owner only good things for this place.,positive
2343,2343,"From the news, we went there for our husbands only wish.",neutral
2344,2344,this is art paying homage to art .,positive
2345,2345,"We were hoping to have an amazing time at this highly-rated restaurant, but our server was a bit frazzled.  ",negative
2346,2346,"It was a lovely restaurant with a great staff. But, for the price, the food could have been better. It lacked seasoning and flavor.",negative
2347,2347,moderately involving despite bargain-basement photography and hackneyed romance .,positive
2348,2348,I arrived right on schedule.,neutral
2349,2349,Seating is a bit cramped.,negative
2350,2350,"Just visiting Baltimore and found this restaurant via Zagat. I was traveling alone for work, and had a lovely meal with great service.",positive
2351,2351,Never disappointing,positive
2352,2352,"Food was good, disappointed by the service.",positive
2353,2353,the disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on .,positive
2354,2354,only two words will tell you what you know when deciding to see it : anthony .,neutral
2355,2355,"Everything on the desert menu looked delicious, but I settled for the chocolate souffle.",positive
2356,2356,I don't want to waste my time or more money in Illinois if I won't like them.,positive
2357,2357,They had checked the sensors and could not find why it was happening and recommended me to Ford.,negative
2358,2358,i do n't have an i am sam clue .,neutral
2359,2359,"Not a place where they love to recommend things, they like to keep the line moving so decide what you want before you get up to order.",negative
2360,2360,This place was recommended to me by my property management company for our move out cleaning.,neutral
2361,2361,has little on its mind aside from scoring points with drag gags .,negative
2362,2362,"The food is not authentically Italian. It is for those who think it is Italian but actually do not know and can be fooled by appearances. Would not go back, would not recommend.",negative
2363,2363,Frozen meat patties are disgusting except for this brand.,negative
2364,2364,Reasonable prices given the quality and quantity. i'd recommend,positive
2365,2365,tender yet lacerating and darkly funny fable .,positive
2366,2366,what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .,positive
2367,2367,"Extremely disappointing. Food was very average and, given the quality, overpriced. We would have been better off going to Olive Garden.",negative
2368,2368,an extraordinary swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that bille august does best .,positive
2369,2369,3 mechanics sitting around and can get it.,neutral
2370,2370,"Not a restaurant I would reccommend. Overpriced. No ,""wow' ,factor. Average at best.",negative
2371,2371,The beef was on the tougher side.,negative
2372,2372,Just realize that you have to fork out a little more buck to get that.,neutral
2373,2373,Our particular server was very regimented. No personality. Food was good but overpriced.,negative
2374,2374,"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .",negative
2375,2375,the omelette I ordered was overcooked - I've had better at IHOP.,negative
2376,2376,"Average service, average food, average environment. If you don't have anything better...",negative
2377,2377,i 've heard that the fans of the first men in black have come away hating the second one .,negative
2378,2378,"If you see someone giving you that look when you're asking something, all you need to do is ask for an English speaker.",neutral
2379,2379,I'm not a foodie at all.,neutral
2380,2380,"Prior to coming I called to see if they were still honoring the evening menu, or would they have a special menu, I was told it was the same menu, not a special one...great!",positive
2381,2381,Menlo Park closes fairly early anyway...,neutral
2382,2382,"They told me to go down the steps, where I picked up my key and the girl showed me to the facilities and my locker.",neutral
2383,2383,I had noted that one reviewer was bothered by the attendant jotting down notes.,negative
2384,2384,"Great outdoor patio. Service was terrible. Made a reservation and waited 30 minutes to be seated. Food was average, nothing special.",negative
2385,2385,"Also, the service could not have been better.",negative
2386,2386,"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",positive
2387,2387,And it's definitely one of my favorites here in Naples.,positive
2388,2388,We enjoyed the food very much and the service was very good. Overall was just kind of an ordinary experience but not disappointing.,positive
2389,2389,It was my wife's birthday and I chose Bridges because we thought it would be a great place to celebrate.,positive
2390,2390,"Go off the night, no tickets, super busy evenings and weekends.",negative
2391,2391,My car wasn't working.,negative
2392,2392,I hear the pizzas are good.,positive
2393,2393,these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,neutral
2394,2394,"I am a fim believer in good wine options in the 30 dollar range but our wine, though delicious was $69, more than I planned to spend.",positive
2395,2395,It was not as good as I had expected. The over priced food was not that great and it was extremely loud and noisy.,negative
2396,2396,The bun was good.,positive
2397,2397,She asked if I wanted a larger table so I could fit my meal and laptop on the table.,neutral
2398,2398,I ask for special request at reservation to have desert ordered secretly to celebrate birthday with my girl friend.,neutral
2399,2399,The NY branch on the other hand is an outstanding experience.,positive
2400,2400,This place has lost a lot of its value over the years. Food is staid and not innovative.,negative
2401,2401,french onion soup was great; frisee salad was very average to fair...like someone dumped frisee on the plate and threw and egg and some bacon on top. Not much there....,negative
2402,2402,I decided to give Noble Carpet Cleaning a try because it was possible that they might provide good service.,neutral
2403,2403,We LOVE OJs.,positive
2404,2404,#hummusbowls #gethumbowled,neutral
2405,2405,"Very good atmosphere, food and service. Beef ravioli was one of the best I have had.",positive
2406,2406,We have eaten at Sassi's multiple ties but this was the best ever.,positive
2407,2407,"Well, since my schedule's a little rock 'n' roll, I can't get over there (I will someday), so I had to try Coca Cafe's version, and I must say that it was a tempter if there ever was one.",negative
2408,2408,Service was very disapointing & unattentative; food was below expectations; very expensive,negative
2409,2409,this is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,positive
2410,2410,"as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .",negative
2411,2411,A little too expensive for the quality of the food which is good to very good. Service is slow and unresponsive to deadlines.,negative
2412,2412,They also said obviously OfficeMax doesn't trust its employees and they have too much time on their hands to look at the content of the documents.,negative
2413,2413,"... a joke at once flaky and resonant , lightweight and bizarrely original .",positive
2414,2414,I couldn't cut my yellow fin tuna with a steak knife it was so sinewy. No one offered to take our coats and the tables are so small there was no where to place them. I won't be back.,negative
2415,2415,"The food was ok! We waited 55 mins to get served. The restarant wasnt even crowded. When we finally said something, they just said sorry. Coffee was also awful, burnt!",negative
2416,2416,You gave your competitors a new customer.,positive
2417,2417,We will definitely return this great find.,positive
2418,2418,"Overall, a disappointment. Food alternated between predictable (onion soup) and ""tried too hard"" (risotto special).",negative
2419,2419,"After I had complained, a table magically opened up.",positive
2420,2420,Online reservations are the only way to go.,neutral
2421,2421,Not impressed. This was our third time...and last...at Kuleto's. Surly wait staff and mediocre food. Definately has gone downhill in our book.,negative
2422,2422,Don't go for the food. The champagne cocktails are good but the food is marginal.,negative
2423,2423,a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film .,positive
2424,2424,"My coworkers and I decided, though, that they probably just serve whatever they can pick up on the street.",neutral
2425,2425,"Good food, but it took over an hour to get our food... and it was not very crowded.",positive
2426,2426,"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",positive
2427,2427,The only thing I have an issue with is the spice level isn't always the same.,negative
2428,2428,Excellent food and atmosphere. Definitely will go there again.,positive
2429,2429,"For lack of a better way to put it, SOOOOOOO GOOOOD!",positive
2430,2430,"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive .",negative
2431,2431,"Despite the very hectic atmosphere as it was Valentine's Day, the food was great and so was the service.",positive
2432,2432,Went here for the lunch buffet.,neutral
2433,2433,Can't believe it 's not butter,negative
2434,2434,"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",positive
2435,2435,He didn't spend anytime with us asking about our night but he took the time to build rapport with the two groups behind us.,positive
2436,2436,Doozy of a Deal was nice and gave me a refund.,positive
2437,2437,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,positive
2438,2438,"the film is surprisingly well-directed by brett ratner , who keeps things moving well -- at least until the problematic third act .",positive
2439,2439,We had conversations with people at night and got kicked out!,neutral
2440,2440,I was in desperate need of a haircut since the last time I got one was six months ago.,neutral
2441,2441,"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",positive
2442,2442,Decided to not go to my car dealer anymore for my oil change because they took too long.,negative
2443,2443,I was disappointed. I expected better food and service.,negative
2444,2444,"We are visiting from CA, so we just went to the closest ER to our hotel, which was Tempe St Luke's.",neutral
2445,2445,I have been asked if I've been helped three times while waiting for my order.,negative
2446,2446,"food was quite good. off the beaten track and pretty good value
waiter didn't know how to decant wine and promptly dumped old wine (brought in) with sediment into decanter, alas.",positive
2447,2447,The quality was food was terrible,negative
2448,2448,"The waitress, bartender, and chef were more like old friends that wanted everything perfect for you.",positive
2449,2449,Room seemed a bit too bright.,negative
2450,2450,"Chanda lives on site so she is always around causing a stir, being hands on with your position is great in most cases however in this case Chanda is just ""M""essy!",positive
2451,2451,Food was mediocre and overpriced. This place seems more interested in being a club/bar than a restaurant.,negative
2452,2452,My friend and I were looking for something to eat after a movie late at night and we wanted something cheap. It was fun.,positive
2453,2453,I will say the Butcher has a reason to be Arrogant.,negative
2454,2454,"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",negative
2455,2455,It was also $10 more expensive than the Hess chardonney that we thought we had ordered.,negative
2456,2456,Hipsters approve.,positive
2457,2457,Nothing spectacular. The chocolate pudding is incredibly rich and yummy.,positive
2458,2458,Is it even fair to expect a fish place would have amazing wings?,positive
2459,2459,I guess they didn't spend money on sound proofing. It is too loud here.,negative
2460,2460,yes. 'm a guest and they won't accomomdate me until I give them the time I need them to show up,negative
2461,2461,"We appreciated the quiet table, but the service was only fair and the food just acceptable.",positive
2462,2462,neither funny nor suspenseful nor particularly well-drawn .,negative
2463,2463,"Food was pretty good but rich. Problem was the NOISE level. Tables were far enough apart but the noise just reverberated throughout the restaurant.
Also, it would be nice if they validated parking!",negative
2464,2464,The people of Yelp had clearly spoken.,neutral
2465,2465,kids are allowed,neutral
2466,2466,"Maybe other spots are for special occasions, groups or reserved.",neutral
2467,2467,Meaning each meat and side had to pay for separate.,neutral
2468,2468,To each his or her own but the only negative thing i have to say about reggies is PUT SOME BLACKTOP DOWN ON YOUR PARKING LOT!!!!!,negative
2469,2469,Great ambience but very average at best food. The best thing on the menu is the mac n cheese...delisshhhh!,positive
2470,2470,I'm really glad I got a chance to stop in and look forward my my next visit! It rocked.,positive
2471,2471,I ordered steak with frites. The steak was good but the fries were both soggy and not the typical French style. My starter salad was just OK.,positive
2472,2472,Haven't tried the wine bar.,neutral
2473,2473,Unbelievable experience!!!,positive
2474,2474,I plan to return.,positive
2475,2475,food very good service very poor,negative
2476,2476,This place has been on my list to check out for a long time since it's all you can eat shabu.,positive
2477,2477,This town needs an enema!!,negative
2478,2478,"why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson ... and puke up something like rose red ?",negative
2479,2479,"Our waiters were really great, and fun, but it took WAaaay too long for Lunch to arrive, and nobody 'explained'.... Tues., 3/9, 1:30.",negative
2480,2480,"Great food, great service, but the high level of noise from the bar area made it nearly impossible to hold a conversation at our table.

This isn't a dining experience that we will be repeating.",negative
2481,2481,"If you're looking for quality service and the meal you were looking forward to, go to another location!",positive
2482,2482,I've been a big fan of McCormick & Schmick's for the past few years.,positive
2483,2483,the whole damn thing is ripe for the jerry springer crowd .,positive
2484,2484,See ya!,positive
2485,2485,She was quite forgetful and got the food order wrong. very poor job,negative
2486,2486,Disappointing. Bland food. Prickly service.,negative
2487,2487,front page of newspaper is not printed,neutral
2488,2488,Usually food is excellent and delivered in a reasonable time.,positive
2489,2489,"though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like mr. schepisi 's seems skimpy and unclear .",negative
2490,2490,Very limited menu. With all the hype I was more than disappointed. The food was not noteworthy - will not return.,negative
2491,2491,I am not new to Chandler and needed to find a nail salon.,neutral
2492,2492,"What a change from the last time I was here, the place was absolutely barren.",negative
2493,2493,"I won't being going back....
Pasta overcooked.
Small portions.
Too expensive.
Boring food.
Not to mention.... EMPTY RESTAURANT.

The menu looked promising.... overall... lacking in execution.",negative
2494,2494,"The experience was excellant, would very much go again.",positive
2495,2495,Then I was going to come back to her to frame my face with my hair dry.,neutral
2496,2496,"all 's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags .",negative
2497,2497,"Over rated, over priced. Food was OK. Tables were too close",negative
2498,2498,"safe conduct , however ambitious and well-intentioned , fails to hit the entertainment bull 's - eye .",negative
2499,2499,"Suggest in the future that those without children be in one area and those that do have them along, put them in another - if possible.",neutral
2500,2500,"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs .",negative
2501,2501,"Th food, service and drinks were exceptional.",positive
2502,2502,let 's cut to the consumer-advice bottom line : stay home .,neutral
2503,2503,I can really appreciate courteous and conscientious co-workers after dealing with this bunch.,positive
2504,2504,"And, it pains me to say so because I live in the neighborhood and I loved the food.",positive
2505,2505,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",neutral
2506,2506,They are super cheap!,positive
2507,2507,We will go back to the past next time we are in town.,positive
2508,2508,"Michael Timothy's was far and above better than Abe and Louies, no comparison.",positive
2509,2509,He wouldn't give up at no either.,neutral
2510,2510,"a thoughtful , moving piece that faces difficult issues with honesty and beauty .",positive
2511,2511,You can do better on this.,negative
2512,2512,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film .,negative
2513,2513,So far I'm glad I did.,positive
2514,2514,"As always, Sarabeth's was FABULOUS! Breakfast at Sarabeth's is a must when visiting New York!",positive
2515,2515,Shoved the lower tier members aside.,negative
2516,2516,I just wish I had more stomachs!,positive
2517,2517,Hands down - the best restaurant and experience I've ever had dining.,positive
2518,2518,So i scheduled an eye exam because i have been having headaches eye strains and dry eyes so figured it had to do with my glasses i have been wearing for the past 3-4 years.,neutral
2519,2519,Prices have been going up and down tonight.,negative
2520,2520,It's getting smoother and harder to justify cooking anymore...,negative
2521,2521,One thing that bothers me though is they always try to push their Macy's card.,negative
2522,2522,Most of the meats are marinaded and are of fairly average grade. They are really tasty.,positive
2523,2523,This is the place to go if you want to hear all the details of your nurse's private life while getting medical attention.,positive
2524,2524,"However, I did think my halibut was slightly overcooked (underscore the word slightly) and I did not taste any truffle oil or scent.",negative
2525,2525,Follow this link for a coupon: http://www.hobbylobby.com/weekly/coupon.cfm,neutral
2526,2526,Stopped in Tempe Town Lake store to see if they could transfer service to Verizon on my Galaxy S3.,neutral
2527,2527,"I had a coupon for a $20 oil change, but that is for regular oil and mine takes synthetic.",neutral
2528,2528,I take the paper work to my doctor's office and luckily the doctor completed the form right away.,positive
2529,2529,it was unremarkable. food was okay at best. sorry,negative
2530,2530,"Around 5am, we came back from Marquee (quick walk across the street) and late night eating.",neutral
2531,2531,Last time I went in was about a year ago and the layout was very big and open like they didn't have a lot of merchandise out on the floor.,positive
2532,2532,"There are better places to eat in he North End, like Marco.",positive
2533,2533,"I figured it out, shortly, on my own.",neutral
2534,2534,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story .",positive
2535,2535,She had noticed cards on the table.,neutral
2536,2536,Too loud and rushed for a mellow evening out.,negative
2537,2537,For the price the food was only fair. There are many restaurants that are the same money or cheaper that are better,positive
